name,date,value,z_score
SSR RSI Smoothed,2019-05-09,62.37925685128742,-0.7479362590558254
SSR RSI Smoothed,2019-05-10,62.633859662070584,-0.7711492992888801
SSR RSI Smoothed,2019-05-11,63.17565997750901,-0.8205471534675802
SSR RSI Smoothed,2019-05-12,63.40245159753382,-0.8412245489133017
SSR RSI Smoothed,2019-05-13,63.82292232128757,-0.8795603543873038
SSR RSI Smoothed,2019-05-14,64.25713401823961,-0.9191489730675391
SSR RSI Smoothed,2019-05-15,64.73302415098927,-0.9625375623924219
SSR RSI Smoothed,2019-05-16,64.95870473653603,-0.9831136608887507
SSR RSI Smoothed,2019-05-17,64.89091096080445,-0.9769326621842694
SSR RSI Smoothed,2019-05-18,64.80295727236656,-0.9689136128184194
SSR RSI Smoothed,2019-05-19,64.95962609327823,-0.9831976642470004
SSR RSI Smoothed,2019-05-20,64.99908101088404,-0.9867949088609083
SSR RSI Smoothed,2019-05-21,65.03925403693259,-0.9904576259655624
SSR RSI Smoothed,2019-05-22,64.92775399557515,-0.9802917721870589
SSR RSI Smoothed,2019-05-23,64.88686639617376,-0.9765639048983282
SSR RSI Smoothed,2019-05-24,64.79459566981141,-0.9681512558910617
SSR RSI Smoothed,2019-05-25,64.7283738153865,-0.9621135748209099
SSR RSI Smoothed,2019-05-26,64.84427649215888,-0.9726808324672811
SSR RSI Smoothed,2019-05-27,64.98149594346232,-0.9851916159659644
SSR RSI Smoothed,2019-05-28,65.06233586499526,-0.9925620780013555
SSR RSI Smoothed,2019-05-29,64.94796411791074,-0.9821344006382065
SSR RSI Smoothed,2019-05-30,64.6778878628656,-0.9575105916744674
SSR RSI Smoothed,2019-05-31,64.51185976936497,-0.9423732222071295
SSR RSI Smoothed,2019-06-01,64.35088622955064,-0.9276966943059908
SSR RSI Smoothed,2019-06-02,64.2546983153318,-0.9189269014045397
SSR RSI Smoothed,2019-06-03,63.903300093491865,-0.8868886806311592
SSR RSI Smoothed,2019-06-04,63.3717362887212,-0.8384241253946265
SSR RSI Smoothed,2019-06-05,62.90937253373706,-0.7962687838501297
SSR RSI Smoothed,2019-06-06,62.448728965287835,-0.7542702778060755
SSR RSI Smoothed,2019-06-07,62.09830456843343,-0.7223208441065664
SSR RSI Smoothed,2019-06-08,61.71826673200187,-0.6876714482101398
SSR RSI Smoothed,2019-06-09,61.22632912387027,-0.6428197537037619
SSR RSI Smoothed,2019-06-10,60.89838801905178,-0.6129202013900702
SSR RSI Smoothed,2019-06-11,60.44369127161104,-0.571463888084989
SSR RSI Smoothed,2019-06-12,60.08637123652344,-0.5388857546187835
SSR RSI Smoothed,2019-06-13,59.767511888580835,-0.5098142182531418
SSR RSI Smoothed,2019-06-14,59.62257866856019,-0.4966001431331669
SSR RSI Smoothed,2019-06-15,59.52696657198748,-0.4878828495664465
SSR RSI Smoothed,2019-06-16,59.40947420098947,-0.47717065386576135
SSR RSI Smoothed,2019-06-17,59.40843280030488,-0.47707570567600727
SSR RSI Smoothed,2019-06-18,59.26139411357117,-0.46366966769682705
SSR RSI Smoothed,2019-06-19,59.199535260900255,-0.458029776953266
SSR RSI Smoothed,2019-06-20,59.2180797567875,-0.45972054434035126
SSR RSI Smoothed,2019-06-21,59.32769385358346,-0.4697144498719033
SSR RSI Smoothed,2019-06-22,59.58231554995107,-0.4929292119705973
SSR RSI Smoothed,2019-06-23,59.844095136574346,-0.5167965842819499
SSR RSI Smoothed,2019-06-24,60.13961098709825,-0.543739811289601
SSR RSI Smoothed,2019-06-25,60.566295442357365,-0.5826421446781525
SSR RSI Smoothed,2019-06-26,61.13428137559068,-0.6344274343982378
SSR RSI Smoothed,2019-06-27,61.02989991001266,-0.624910606392315
SSR RSI Smoothed,2019-06-28,61.12899316520751,-0.6339452895232154
SSR RSI Smoothed,2019-06-29,61.09918271918629,-0.6312273655508626
SSR RSI Smoothed,2019-06-30,60.815351249707305,-0.605349444956993
SSR RSI Smoothed,2019-07-01,60.43595864579164,-0.5707588771948863
SSR RSI Smoothed,2019-07-02,60.09602958672788,-0.539766340623278
SSR RSI Smoothed,2019-07-03,59.96914064763548,-0.528197426520479
SSR RSI Smoothed,2019-07-04,59.65010175860199,-0.49910952075752674
SSR RSI Smoothed,2019-07-05,59.30277496597593,-0.4674425066093079
SSR RSI Smoothed,2019-07-06,58.995568685787035,-0.4394334217137555
SSR RSI Smoothed,2019-07-07,58.73558312115584,-0.4157296167430506
SSR RSI Smoothed,2019-07-08,58.58611370114228,-0.40210196019945843
SSR RSI Smoothed,2019-07-09,58.43052211737042,-0.3879161242972111
SSR RSI Smoothed,2019-07-10,58.175726443295986,-0.36468550003463973
SSR RSI Smoothed,2019-07-11,57.77282084843837,-0.3279511695895684
SSR RSI Smoothed,2019-07-12,57.47473717697727,-0.30077382525012875
SSR RSI Smoothed,2019-07-13,57.07811107229275,-0.264612018170305
SSR RSI Smoothed,2019-07-14,56.532401780878935,-0.2148577688037131
SSR RSI Smoothed,2019-07-15,56.128119030725706,-0.17799787823153268
SSR RSI Smoothed,2019-07-16,55.53896981561672,-0.12428305712830068
SSR RSI Smoothed,2019-07-17,54.975782776288405,-0.0729352995664361
SSR RSI Smoothed,2019-07-18,54.619740212068606,-0.0404736376449066
SSR RSI Smoothed,2019-07-19,54.25567605469629,-0.0072806186577976705
SSR RSI Smoothed,2019-07-20,53.96049092107297,0.019632455718406088
SSR RSI Smoothed,2019-07-21,53.62756747757411,0.04998626550037245
SSR RSI Smoothed,2019-07-22,53.25835814169266,0.08364838863983279
SSR RSI Smoothed,2019-07-23,52.82935060328967,0.1227625257485305
SSR RSI Smoothed,2019-07-24,52.39337858174088,0.16251163945850158
SSR RSI Smoothed,2019-07-25,51.991500826902566,0.19915225808771472
SSR RSI Smoothed,2019-07-26,51.586770785481775,0.2360529297893645
SSR RSI Smoothed,2019-07-27,51.1258386102798,0.27807774913350547
SSR RSI Smoothed,2019-07-28,50.69754980480277,0.31712635681510914
SSR RSI Smoothed,2019-07-29,50.26927349890914,0.3561738248654118
SSR RSI Smoothed,2019-07-30,49.87549079701321,0.39207638883976015
SSR RSI Smoothed,2019-07-31,49.632268291993434,0.41425184627968925
SSR RSI Smoothed,2019-08-01,49.49561154206803,0.42671132630027125
SSR RSI Smoothed,2019-08-02,49.3977504129932,0.43563367212779247
SSR RSI Smoothed,2019-08-03,49.37715191155589,0.43751171047754206
SSR RSI Smoothed,2019-08-04,49.39972630629885,0.4354535229351763
SSR RSI Smoothed,2019-08-05,49.7151215206302,0.40669782390315823
SSR RSI Smoothed,2019-08-06,49.89477282680084,0.390318377874137
SSR RSI Smoothed,2019-08-07,50.18170482424297,0.3641577711617171
SSR RSI Smoothed,2019-08-08,50.43289091199198,0.3412562456720109
SSR RSI Smoothed,2019-08-09,50.6456612358338,0.32185722147213036
SSR RSI Smoothed,2019-08-10,50.66376230276645,0.32020688307375855
SSR RSI Smoothed,2019-08-11,50.73088185403863,0.3140873558017969
SSR RSI Smoothed,2019-08-12,50.74122452837551,0.3131443775418125
SSR RSI Smoothed,2019-08-13,50.595577211479615,0.32642355940371404
SSR RSI Smoothed,2019-08-14,50.25356635478957,0.35760590084003485
SSR RSI Smoothed,2019-08-15,50.001988043676256,0.38054318672338266
SSR RSI Smoothed,2019-08-16,49.76697501387743,0.4019701572239498
SSR RSI Smoothed,2019-08-17,49.49162387933173,0.4270748956389162
SSR RSI Smoothed,2019-08-18,49.2569414066396,0.44847172807701113
SSR RSI Smoothed,2019-08-19,49.20642130280311,0.4530778249198827
SSR RSI Smoothed,2019-08-20,49.11734087512632,0.46119960309380936
SSR RSI Smoothed,2019-08-21,48.83838294297245,0.4866331860244094
SSR RSI Smoothed,2019-08-22,48.56531743397591,0.5115295358608403
SSR RSI Smoothed,2019-08-23,48.39605104187032,0.5269621524842187
SSR RSI Smoothed,2019-08-24,48.15561926130832,0.548883169688715
SSR RSI Smoothed,2019-08-25,47.9028646351254,0.571927704384256
SSR RSI Smoothed,2019-08-26,47.755736379345265,0.5853419086907122
SSR RSI Smoothed,2019-08-27,47.55252623149667,0.603869297776734
SSR RSI Smoothed,2019-08-28,47.23271498561642,0.633027622049612
SSR RSI Smoothed,2019-08-29,46.847133804869706,0.6681824242854958
SSR RSI Smoothed,2019-08-30,46.49921689093645,0.6999032418838966
SSR RSI Smoothed,2019-08-31,46.16422316144074,0.7304458069745384
SSR RSI Smoothed,2019-09-01,45.90498126304728,0.754081809259784
SSR RSI Smoothed,2019-09-02,45.90126146812712,0.7544209561406644
SSR RSI Smoothed,2019-09-03,45.974548497681134,0.7477391180244021
SSR RSI Smoothed,2019-09-04,46.03454582807785,0.7422689488613403
SSR RSI Smoothed,2019-09-05,46.06278399570074,0.7396943750806285
SSR RSI Smoothed,2019-09-06,45.96445518266276,0.74865936131192
SSR RSI Smoothed,2019-09-07,45.93182633572541,0.7516342488804628
SSR RSI Smoothed,2019-09-08,45.86124433582721,0.7580694598599749
SSR RSI Smoothed,2019-09-09,45.76218687764128,0.767100879250755
SSR RSI Smoothed,2019-09-10,45.55575002094552,0.7859224588135402
SSR RSI Smoothed,2019-09-11,45.37653743902712,0.802261904798229
SSR RSI Smoothed,2019-09-12,45.07903291752043,0.8293864459845872
SSR RSI Smoothed,2019-09-13,44.76077341868333,0.8584032919822121
SSR RSI Smoothed,2019-09-14,44.451111493569336,0.8866362667251275
SSR RSI Smoothed,2019-09-15,44.12557340094545,0.9163167279039558
SSR RSI Smoothed,2019-09-16,44.233058594118425,0.9065169220577158
SSR RSI Smoothed,2019-09-17,44.309393645014275,0.8995571850375822
SSR RSI Smoothed,2019-09-18,44.36670219727375,0.8943321613027485
SSR RSI Smoothed,2019-09-19,44.47428574773632,0.8845233878739693
SSR RSI Smoothed,2019-09-20,44.52602766820964,0.8798058936798233
SSR RSI Smoothed,2019-09-21,44.477000177490126,0.8842759036969835
SSR RSI Smoothed,2019-09-22,44.4523442031648,0.8865238762242249
SSR RSI Smoothed,2019-09-23,44.26332556462636,0.9037573751305932
SSR RSI Smoothed,2019-09-24,43.74781839194888,0.9507579903358282
SSR RSI Smoothed,2019-09-25,43.19222991407062,1.0014129601310893
SSR RSI Smoothed,2019-09-26,42.591387578902896,1.0561938844149519
SSR RSI Smoothed,2019-09-27,42.04943639653934,1.1056054936656883
SSR RSI Smoothed,2019-09-28,41.52673819213371,1.1532617407090369
SSR RSI Smoothed,2019-09-29,40.98808097628912,1.2023730273628006
SSR RSI Smoothed,2019-09-30,40.57638466111593,1.2399088389216713
SSR RSI Smoothed,2019-10-01,40.18367359815187,1.2757136977781365
SSR RSI Smoothed,2019-10-02,39.797220187309094,1.3109480243219025
SSR RSI Smoothed,2019-10-03,39.37971852719978,1.3490131297450263
SSR RSI Smoothed,2019-10-04,38.94210411961144,1.388911985608656
SSR RSI Smoothed,2019-10-05,38.50745119974243,1.4285408321453397
SSR RSI Smoothed,2019-10-06,38.00876986501637,1.4740073760961379
SSR RSI Smoothed,2019-10-07,37.77415922237565,1.4953976595339749
SSR RSI Smoothed,2019-10-08,37.534349218780896,1.5172619871296158
SSR RSI Smoothed,2019-10-09,37.590476286484105,1.5121446835273882
SSR RSI Smoothed,2019-10-10,37.61180176914647,1.510200363723895
SSR RSI Smoothed,2019-10-11,37.50521524685618,1.5199182345620648
SSR RSI Smoothed,2019-10-12,37.411654614062186,1.5284484889084191
SSR RSI Smoothed,2019-10-13,37.30572935050582,1.5381060704451954
SSR RSI Smoothed,2019-10-14,37.237751764195245,1.5443038278113435
SSR RSI Smoothed,2019-10-15,37.08916837619144,1.5578507016776868
SSR RSI Smoothed,2019-10-16,36.88076666485934,1.5768514239985003
SSR RSI Smoothed,2019-10-17,36.73031621662427,1.5905685243605077
SSR RSI Smoothed,2019-10-18,36.52470630154686,1.609314708726366
SSR RSI Smoothed,2019-10-19,36.303015231440455,1.6295270689664565
SSR RSI Smoothed,2019-10-20,36.31028634155992,1.6288641360977147
SSR RSI Smoothed,2019-10-21,36.296012027950965,1.630165575838638
SSR RSI Smoothed,2019-10-22,36.1948780342707,1.6393863203269181
SSR RSI Smoothed,2019-10-23,35.881647543647354,1.6679446538295744
SSR RSI Smoothed,2019-10-24,35.52768191178824,1.7002169544698924
SSR RSI Smoothed,2019-10-25,35.762864850638444,1.6787744927591797
SSR RSI Smoothed,2019-10-26,36.18771925828347,1.6400390112948608
SSR RSI Smoothed,2019-10-27,36.682241190388666,1.594951694816401
SSR RSI Smoothed,2019-10-28,37.04010047555513,1.5623243960101199
SSR RSI Smoothed,2019-10-29,37.646887062430686,1.5070015132395271
SSR RSI Smoothed,2019-10-30,38.136381555860275,1.4623725661556828
SSR RSI Smoothed,2019-10-31,38.59149536693592,1.420878227681488
SSR RSI Smoothed,2019-11-01,39.064971766056026,1.3777097070026751
SSR RSI Smoothed,2019-11-02,39.539916582582926,1.334407305506765
SSR RSI Smoothed,2019-11-03,39.95662995442671,1.2964140711174557
SSR RSI Smoothed,2019-11-04,40.454692387936106,1.2510039545831437
SSR RSI Smoothed,2019-11-05,40.87090996608334,1.2130559234615828
SSR RSI Smoothed,2019-11-06,41.2976697520482,1.1741467219057165
SSR RSI Smoothed,2019-11-07,41.63222550471116,1.143644088714525
SSR RSI Smoothed,2019-11-08,41.75443236339263,1.1325020564698602
SSR RSI Smoothed,2019-11-09,41.88417190947292,1.1206732424292136
SSR RSI Smoothed,2019-11-10,42.13204437991037,1.0980738311688578
SSR RSI Smoothed,2019-11-11,42.21379880510966,1.09061999059442
SSR RSI Smoothed,2019-11-12,42.33382445945596,1.0796768264762822
SSR RSI Smoothed,2019-11-13,42.43918772083036,1.0700704846694242
SSR RSI Smoothed,2019-11-14,42.48728128052846,1.0656856244520971
SSR RSI Smoothed,2019-11-15,42.442841871352734,1.069737322820847
SSR RSI Smoothed,2019-11-16,42.40120012751063,1.0735339481299235
SSR RSI Smoothed,2019-11-17,42.37854196199043,1.0755997733508222
SSR RSI Smoothed,2019-11-18,42.19653946263321,1.0921935859921674
SSR RSI Smoothed,2019-11-19,41.99038483128326,1.110989434070344
SSR RSI Smoothed,2019-11-20,41.77590124238574,1.1305446627148865
SSR RSI Smoothed,2019-11-21,41.37698175034729,1.1669155660444848
SSR RSI Smoothed,2019-11-22,40.88855939386838,1.2114467626043077
SSR RSI Smoothed,2019-11-23,40.41778678184222,1.2543687694351382
SSR RSI Smoothed,2019-11-24,39.86003979428475,1.3052205382047417
SSR RSI Smoothed,2019-11-25,39.47073511012416,1.340714825438016
SSR RSI Smoothed,2019-11-26,39.11918699462758,1.3727667125470968
SSR RSI Smoothed,2019-11-27,39.06379631251818,1.3778168772659656
SSR RSI Smoothed,2019-11-28,38.97833971642912,1.3856082578759963
SSR RSI Smoothed,2019-11-29,39.11589942244616,1.3730664521496632
SSR RSI Smoothed,2019-11-30,39.16539180920565,1.368554055913565
SSR RSI Smoothed,2019-12-01,39.157005871880294,1.3693186315281336
SSR RSI Smoothed,2019-12-02,39.10900786588596,1.3736947797757735
SSR RSI Smoothed,2019-12-03,39.06047656466493,1.3781195504385202
SSR RSI Smoothed,2019-12-04,38.97529798734701,1.385885583092257
SSR RSI Smoothed,2019-12-05,39.05455327880977,1.3786595973941873
SSR RSI Smoothed,2019-12-06,39.23465405040686,1.3622391720099285
SSR RSI Smoothed,2019-12-07,39.40494692639184,1.346712967214772
SSR RSI Smoothed,2019-12-08,39.59229941478066,1.329631377120165
SSR RSI Smoothed,2019-12-09,39.504564560186935,1.3376304746291863
SSR RSI Smoothed,2019-12-10,39.57530467528262,1.33118084772697
SSR RSI Smoothed,2019-12-11,39.60687773912421,1.3283022196435594
SSR RSI Smoothed,2019-12-12,39.64554293904227,1.3247769763889532
SSR RSI Smoothed,2019-12-13,39.743269988317714,1.3158668550917434
SSR RSI Smoothed,2019-12-14,39.74053670870822,1.316116057876851
SSR RSI Smoothed,2019-12-15,39.78675465878802,1.3119022036330914
SSR RSI Smoothed,2019-12-16,39.71199620839683,1.3187181963998382
SSR RSI Smoothed,2019-12-17,39.50864073015873,1.3372588357723292
SSR RSI Smoothed,2019-12-18,39.79624441970045,1.311036988511606
SSR RSI Smoothed,2019-12-19,39.979104488368776,1.2943649882380814
SSR RSI Smoothed,2019-12-20,40.153780254783115,1.2784391797953418
SSR RSI Smoothed,2019-12-21,40.30388788613394,1.2647533352631581
SSR RSI Smoothed,2019-12-22,40.67540552388272,1.2308807560648996
SSR RSI Smoothed,2019-12-23,40.94482183187031,1.2063171168123732
SSR RSI Smoothed,2019-12-24,41.16484248072462,1.186257054795588
SSR RSI Smoothed,2019-12-25,41.35729747718476,1.1687102509636134
SSR RSI Smoothed,2019-12-26,41.556210693464315,1.150574628351355
SSR RSI Smoothed,2019-12-27,41.77058410241022,1.1310294452033318
SSR RSI Smoothed,2019-12-28,42.04309557202725,1.10618360909991
SSR RSI Smoothed,2019-12-29,42.38217663336495,1.075268387485163
SSR RSI Smoothed,2019-12-30,42.58505883976543,1.0567708979827544
SSR RSI Smoothed,2019-12-31,42.738244246598576,1.0428044417563023
SSR RSI Smoothed,2020-01-01,42.90640167609705,1.0274729331825045
SSR RSI Smoothed,2020-01-02,42.900264873779655,1.0280324471904518
SSR RSI Smoothed,2020-01-03,43.217079334223406,0.999147350462444
SSR RSI Smoothed,2020-01-04,43.55530842592853,0.968309805937347
SSR RSI Smoothed,2020-01-05,43.89697104418593,0.9371592146326244
SSR RSI Smoothed,2020-01-06,44.506393245704146,0.8815960335379456
SSR RSI Smoothed,2020-01-07,45.28318673667803,0.8107730190422062
SSR RSI Smoothed,2020-01-08,46.019116444505215,0.743675700422885
SSR RSI Smoothed,2020-01-09,46.54168856718147,0.6960309486974697
SSR RSI Smoothed,2020-01-10,47.19729584951023,0.6362569101667537
SSR RSI Smoothed,2020-01-11,47.78127824934521,0.5830131659163789
SSR RSI Smoothed,2020-01-12,48.41671649934694,0.5250780095151618
SSR RSI Smoothed,2020-01-13,49.02119655698528,0.46996542118640006
SSR RSI Smoothed,2020-01-14,49.85751045970772,0.39371571989031817
SSR RSI Smoothed,2020-01-15,50.65434473045508,0.321065516504745
SSR RSI Smoothed,2020-01-16,51.36493639131445,0.25627835739183924
SSR RSI Smoothed,2020-01-17,52.11890104976472,0.18753672843231717
SSR RSI Smoothed,2020-01-18,52.8613066203691,0.11984898246174892
SSR RSI Smoothed,2020-01-19,53.374914217978855,0.07302155824500763
SSR RSI Smoothed,2020-01-20,53.831925940295385,0.03135418047930689
SSR RSI Smoothed,2020-01-21,54.32318385362209,-0.01343554384377392
SSR RSI Smoothed,2020-01-22,54.70601721918941,-0.048339818035147884
SSR RSI Smoothed,2020-01-23,54.85903771022813,-0.06229123830437941
SSR RSI Smoothed,2020-01-24,55.0534448389923,-0.0800160249542751
SSR RSI Smoothed,2020-01-25,55.19413511803953,-0.09284325611436067
SSR RSI Smoothed,2020-01-26,55.4701229774712,-0.11800604699288779
SSR RSI Smoothed,2020-01-27,55.893156517697555,-0.1565755135239125
SSR RSI Smoothed,2020-01-28,56.44593381797636,-0.20697417829835452
SSR RSI Smoothed,2020-01-29,56.99319254045762,-0.2568696947844897
SSR RSI Smoothed,2020-01-30,57.59088900419175,-0.31136379882496434
SSR RSI Smoothed,2020-01-31,58.0422050595502,-0.35251188245622345
SSR RSI Smoothed,2020-02-01,58.490923753427325,-0.3934231554396337
SSR RSI Smoothed,2020-02-02,58.89332439624299,-0.43011144761816156
SSR RSI Smoothed,2020-02-03,59.24978166299137,-0.4626109194383763
SSR RSI Smoothed,2020-02-04,59.475159103310915,-0.4831593791103955
SSR RSI Smoothed,2020-02-05,59.953270809634,-0.5267505171682719
SSR RSI Smoothed,2020-02-06,60.45473625715291,-0.5724708985455897
SSR RSI Smoothed,2020-02-07,60.953614444500005,-0.617955390247232
SSR RSI Smoothed,2020-02-08,61.47342994454664,-0.6653488109216984
SSR RSI Smoothed,2020-02-09,62.040481669184665,-0.7170489255345576
SSR RSI Smoothed,2020-02-10,62.290351738214646,-0.7398304649354286
SSR RSI Smoothed,2020-02-11,62.65981272107686,-0.7735155316216277
SSR RSI Smoothed,2020-02-12,63.03518517552928,-0.8077395681151035
SSR RSI Smoothed,2020-02-13,63.29206269803791,-0.8311600018747242
SSR RSI Smoothed,2020-02-14,63.58495610722059,-0.8578641316148495
SSR RSI Smoothed,2020-02-15,63.49443792410475,-0.8496112681840505
SSR RSI Smoothed,2020-02-16,63.42614347489572,-0.843384621304909
SSR RSI Smoothed,2020-02-17,63.18554483607539,-0.8214483910418774
SSR RSI Smoothed,2020-02-18,63.16222809746205,-0.8193225213789692
SSR RSI Smoothed,2020-02-19,62.79246151210039,-0.7856095918302467
SSR RSI Smoothed,2020-02-20,62.43458377182749,-0.7529806104065315
SSR RSI Smoothed,2020-02-21,62.134711602844376,-0.7256402024119518
SSR RSI Smoothed,2020-02-22,61.81863293794102,-0.696822190770043
SSR RSI Smoothed,2020-02-23,61.66000700341352,-0.682359702359698
SSR RSI Smoothed,2020-02-24,61.29074880757832,-0.6486931244851595
SSR RSI Smoothed,2020-02-25,60.80955661307311,-0.6048211274065635
SSR RSI Smoothed,2020-02-26,60.150962765039715,-0.544774793100137
SSR RSI Smoothed,2020-02-27,59.49476585536894,-0.4849469961557944
SSR RSI Smoothed,2020-02-28,58.85269799912751,-0.42640739506719066
SSR RSI Smoothed,2020-02-29,58.17717677397184,-0.3648177318204013
SSR RSI Smoothed,2020-03-01,57.51214044928914,-0.30418401409428414
SSR RSI Smoothed,2020-03-02,57.0850898608952,-0.2652482990507415
SSR RSI Smoothed,2020-03-03,56.608715281590754,-0.22181554101722342
SSR RSI Smoothed,2020-03-04,56.14495319735027,-0.17953270884060527
SSR RSI Smoothed,2020-03-05,55.6611554579296,-0.13542315500147867
SSR RSI Smoothed,2020-03-06,55.250120916777085,-0.09794767972452002
SSR RSI Smoothed,2020-03-07,54.74732600485038,-0.05210608636728863
SSR RSI Smoothed,2020-03-08,53.99627540435149,0.016369857605257384
SSR RSI Smoothed,2020-03-09,53.19899217312877,0.08906099430788827
SSR RSI Smoothed,2020-03-10,52.43511939105679,0.15870598199922256
SSR RSI Smoothed,2020-03-11,51.680975728662204,0.22746393138249948
SSR RSI Smoothed,2020-03-12,50.53835932101508,0.3316403171815179
SSR RSI Smoothed,2020-03-13,49.643679097929514,0.41321148267776736
SSR RSI Smoothed,2020-03-14,48.73178405912403,0.49635218390962743
SSR RSI Smoothed,2020-03-15,47.92894081158109,0.5695502469974802
SSR RSI Smoothed,2020-03-16,47.110135211321655,0.6442036543318578
SSR RSI Smoothed,2020-03-17,46.414794129715126,0.7076003641064995
SSR RSI Smoothed,2020-03-18,45.73282665079298,0.7697777551461338
SSR RSI Smoothed,2020-03-19,45.316286674740994,0.8077551804268207
SSR RSI Smoothed,2020-03-20,44.90235375379089,0.8454949112579307
SSR RSI Smoothed,2020-03-21,44.50217013622472,0.8819810693902717
SSR RSI Smoothed,2020-03-22,44.057580274620285,0.9225159021082869
SSR RSI Smoothed,2020-03-23,43.87647693760677,0.9390277349333206
SSR RSI Smoothed,2020-03-24,43.74585468811368,0.9509370281712398
SSR RSI Smoothed,2020-03-25,43.58044085964169,0.9660183929197781
SSR RSI Smoothed,2020-03-26,43.4144378345002,0.9811534768160046
SSR RSI Smoothed,2020-03-27,43.19988094806081,1.0007153882571092
SSR RSI Smoothed,2020-03-28,42.939083527040985,1.0244932130509052
SSR RSI Smoothed,2020-03-29,42.620311516159376,1.0535567865872897
SSR RSI Smoothed,2020-03-30,42.501844699901554,1.0643578259144508
SSR RSI Smoothed,2020-03-31,42.39173632159728,1.0743967968421928
SSR RSI Smoothed,2020-04-01,42.31274238291059,1.0815989540817812
SSR RSI Smoothed,2020-04-02,42.267323683780425,1.0857399377849795
SSR RSI Smoothed,2020-04-03,42.21837411215608,1.0902028436421916
SSR RSI Smoothed,2020-04-04,42.23530090529398,1.0886595679457522
SSR RSI Smoothed,2020-04-05,42.23760080822113,1.0884498776480849
SSR RSI Smoothed,2020-04-06,42.447550981557306,1.0693079765606688
SSR RSI Smoothed,2020-04-07,42.6181014812626,1.0537582832982548
SSR RSI Smoothed,2020-04-08,42.87115269787783,1.0306867074022776
SSR RSI Smoothed,2020-04-09,43.09526368609286,1.0102537146552502
SSR RSI Smoothed,2020-04-10,43.132370157556736,1.0068705861958744
SSR RSI Smoothed,2020-04-11,43.191887105703046,1.0014442151844185
SSR RSI Smoothed,2020-04-12,43.30583967913523,0.991054755368147
SSR RSI Smoothed,2020-04-13,43.32391736787974,0.9894065484420097
SSR RSI Smoothed,2020-04-14,43.3049065430768,0.9911398326883885
SSR RSI Smoothed,2020-04-15,43.19130939744251,1.001496886893162
SSR RSI Smoothed,2020-04-16,43.31377726263628,0.990331057760111
SSR RSI Smoothed,2020-04-17,43.42029085292536,0.9806198363908647
SSR RSI Smoothed,2020-04-18,43.57687767903099,0.9663432607192314
SSR RSI Smoothed,2020-04-19,43.68441172905563,0.9565390004207416
SSR RSI Smoothed,2020-04-20,43.65751226482662,0.9589915198704481
SSR RSI Smoothed,2020-04-21,43.60919420659506,0.9633968484143952
SSR RSI Smoothed,2020-04-22,43.77283491928958,0.948477144912855
SSR RSI Smoothed,2020-04-23,44.11506010369632,0.9172752624593102
SSR RSI Smoothed,2020-04-24,44.45327899618264,0.8864386478331243
SSR RSI Smoothed,2020-04-25,44.801411127551624,0.8546982080986634
SSR RSI Smoothed,2020-04-26,45.21936894214232,0.8165915134554673
SSR RSI Smoothed,2020-04-27,45.52591911418028,0.7886422482644101
SSR RSI Smoothed,2020-04-28,45.81392728025469,0.7623835234452746
SSR RSI Smoothed,2020-04-29,46.446455531022885,0.7047136819833479
SSR RSI Smoothed,2020-04-30,46.96500812528082,0.6574354049036969
SSR RSI Smoothed,2020-05-01,47.5497050050392,0.6041265189875383
SSR RSI Smoothed,2020-05-02,48.15951626167754,0.5485278663592635
SSR RSI Smoothed,2020-05-03,48.70849193101937,0.4984758097452727
SSR RSI Smoothed,2020-05-04,49.18872394504922,0.454691355722218
SSR RSI Smoothed,2020-05-05,49.69866144027928,0.4081985477413981
SSR RSI Smoothed,2020-05-06,50.26914852663354,0.3561852190305139
SSR RSI Smoothed,2020-05-07,50.97084613466171,0.2922089622229304
SSR RSI Smoothed,2020-05-08,51.4977996989934,0.24416473893978377
SSR RSI Smoothed,2020-05-09,51.789383252206505,0.21758003340879295
SSR RSI Smoothed,2020-05-10,51.65955354510611,0.22941706774905393
SSR RSI Smoothed,2020-05-11,51.464843541369696,0.24716946858315525
SSR RSI Smoothed,2020-05-12,51.34153302952228,0.2584121247968387
SSR RSI Smoothed,2020-05-13,51.38144988847761,0.254772763353589
SSR RSI Smoothed,2020-05-14,51.537743294691595,0.24052293981296732
SSR RSI Smoothed,2020-05-15,51.52107807912037,0.24204236655596897
SSR RSI Smoothed,2020-05-16,51.539145820078446,0.24039506660476231
SSR RSI Smoothed,2020-05-17,51.663102521434375,0.22909349500435078
SSR RSI Smoothed,2020-05-18,51.808604875774435,0.21582752989221946
SSR RSI Smoothed,2020-05-19,51.97046095897562,0.20107053738394084
SSR RSI Smoothed,2020-05-20,52.029406484910886,0.1956962649598268
SSR RSI Smoothed,2020-05-21,51.91245427768511,0.20635921201577545
SSR RSI Smoothed,2020-05-22,51.85026631374664,0.21202910899953228
SSR RSI Smoothed,2020-05-23,51.773896759759445,0.21899199178873663
SSR RSI Smoothed,2020-05-24,51.55350043078794,0.23908630589271676
SSR RSI Smoothed,2020-05-25,51.40060353232764,0.2530264577887267
SSR RSI Smoothed,2020-05-26,51.23252623007972,0.2683506608772269
SSR RSI Smoothed,2020-05-27,51.239510800343865,0.26771385286221144
SSR RSI Smoothed,2020-05-28,51.42182236888431,0.25109186128850147
