name,date,value,z_score
SSR RSI Smoothed,2017-04-09,40.84656875626736,1.2152751977934
SSR RSI Smoothed,2017-04-10,40.995384130748576,1.2017071728980595
SSR RSI Smoothed,2017-04-11,41.197308554817695,1.1832970078039087
SSR RSI Smoothed,2017-04-12,41.37438836468061,1.1671520142032275
SSR RSI Smoothed,2017-04-13,41.45830197446241,1.1595013131211227
SSR RSI Smoothed,2017-04-14,41.560560471839146,1.1501780436470885
SSR RSI Smoothed,2017-04-15,41.6801538394924,1.1392742926382051
SSR RSI Smoothed,2017-04-16,41.80779668003814,1.127636642669081
SSR RSI Smoothed,2017-04-17,42.01011220521678,1.1091908195012323
SSR RSI Smoothed,2017-04-18,41.81066163395219,1.1273754346711475
SSR RSI Smoothed,2017-04-19,41.65450166275241,1.1416130924688086
SSR RSI Smoothed,2017-04-20,41.59369934872909,1.1471566548408996
SSR RSI Smoothed,2017-04-21,41.584510355647886,1.1479944478936908
SSR RSI Smoothed,2017-04-22,41.58265867665142,1.1481632720276878
SSR RSI Smoothed,2017-04-23,41.620255863071954,1.1447354033472716
SSR RSI Smoothed,2017-04-24,41.69991406506974,1.137472682868344
SSR RSI Smoothed,2017-04-25,41.869598991486974,1.1220019069890437
SSR RSI Smoothed,2017-04-26,42.10603530319642,1.100445170834466
SSR RSI Smoothed,2017-04-27,42.49480662905203,1.0649995117673703
SSR RSI Smoothed,2017-04-28,42.89624450528355,1.0283989984290842
SSR RSI Smoothed,2017-04-29,43.33276642693165,0.9885997483789435
SSR RSI Smoothed,2017-04-30,43.84070788913799,0.9422889258001843
SSR RSI Smoothed,2017-05-01,44.48033798181847,0.883971584251626
SSR RSI Smoothed,2017-05-02,45.17245026081559,0.8208692558494695
SSR RSI Smoothed,2017-05-03,45.95922141621618,0.7491365423403664
SSR RSI Smoothed,2017-05-04,46.76929836229579,0.6752789573303123
SSR RSI Smoothed,2017-05-05,47.546993922714734,0.6043736979675323
SSR RSI Smoothed,2017-05-06,48.385046268345114,0.5279654966728022
SSR RSI Smoothed,2017-05-07,49.01943188295299,0.47012631276958294
SSR RSI Smoothed,2017-05-08,49.87226862819933,0.3923701653856049
SSR RSI Smoothed,2017-05-09,50.744687270395545,0.31282866708449086
SSR RSI Smoothed,2017-05-10,51.65882990522716,0.2294830445604356
SSR RSI Smoothed,2017-05-11,52.59641300604356,0.1440002717106916
SSR RSI Smoothed,2017-05-12,53.095507389861496,0.09849606861089008
SSR RSI Smoothed,2017-05-13,53.679470557629045,0.04525407781623579
SSR RSI Smoothed,2017-05-14,54.273469166573186,-0.008902879702753094
SSR RSI Smoothed,2017-05-15,54.70619918784868,-0.048356408762468564
SSR RSI Smoothed,2017-05-16,55.166236059475295,-0.09029960010787787
SSR RSI Smoothed,2017-05-17,55.690353982379385,-0.13808528791632652
SSR RSI Smoothed,2017-05-18,56.30128830012183,-0.1937863340040988
SSR RSI Smoothed,2017-05-19,56.969461277035904,-0.2547060314262769
SSR RSI Smoothed,2017-05-20,57.68839259130402,-0.3202535462851051
SSR RSI Smoothed,2017-05-21,58.39352030894495,-0.38454253833783303
SSR RSI Smoothed,2017-05-22,59.11065220453359,-0.44992599382090476
SSR RSI Smoothed,2017-05-23,59.91526529893342,-0.5232854201166856
SSR RSI Smoothed,2017-05-24,60.295525202980706,-0.5579550627043507
SSR RSI Smoothed,2017-05-25,60.116062601223504,-0.5415928215252204
SSR RSI Smoothed,2017-05-26,59.55864617647427,-0.49077119133791824
SSR RSI Smoothed,2017-05-27,58.77586677682421,-0.41940242034206804
SSR RSI Smoothed,2017-05-28,58.13832608142077,-0.361275576545305
SSR RSI Smoothed,2017-05-29,57.565980542244674,-0.3090928061067674
SSR RSI Smoothed,2017-05-30,56.97093015420442,-0.25483995416147853
SSR RSI Smoothed,2017-05-31,56.49116939878056,-0.2110984664550468
SSR RSI Smoothed,2017-06-01,56.1016005318732,-0.1755800927448373
SSR RSI Smoothed,2017-06-02,55.78638285774282,-0.14684058068190775
SSR RSI Smoothed,2017-06-03,55.5381891829783,-0.12421188408513172
SSR RSI Smoothed,2017-06-04,55.29468317131418,-0.10201057834006702
SSR RSI Smoothed,2017-06-05,55.1808106472664,-0.09162841690975987
SSR RSI Smoothed,2017-06-06,54.946356599327586,-0.07025241076565919
SSR RSI Smoothed,2017-06-07,54.643677483042104,-0.042656083441432305
SSR RSI Smoothed,2017-06-08,54.42659764703575,-0.02286414575032763
SSR RSI Smoothed,2017-06-09,54.23291090890691,-0.0052050396667618504
SSR RSI Smoothed,2017-06-10,54.13577663646582,0.003651036066446875
SSR RSI Smoothed,2017-06-11,54.09590255212897,0.007286497596193522
SSR RSI Smoothed,2017-06-12,53.86607238583645,0.028240928069710704
SSR RSI Smoothed,2017-06-13,53.690029394420975,0.04429139125943235
SSR RSI Smoothed,2017-06-14,53.36952514077882,0.07351289950506154
SSR RSI Smoothed,2017-06-15,53.05103012799077,0.10255121814394277
SSR RSI Smoothed,2017-06-16,52.61777457011264,0.1420526622375239
SSR RSI Smoothed,2017-06-17,52.34611985902903,0.1668203846302401
SSR RSI Smoothed,2017-06-18,52.01790707613679,0.19674470679638165
SSR RSI Smoothed,2017-06-19,51.77994133676216,0.21844088628945274
SSR RSI Smoothed,2017-06-20,51.67271875290399,0.22821674911412318
SSR RSI Smoothed,2017-06-21,51.52481536787656,0.24170162470008308
SSR RSI Smoothed,2017-06-22,51.438139403446755,0.24960417944156055
SSR RSI Smoothed,2017-06-23,51.37479493737553,0.2553795188218667
SSR RSI Smoothed,2017-06-24,51.0598109993727,0.28409772033399755
SSR RSI Smoothed,2017-06-25,50.73424692332633,0.3137805505135042
SSR RSI Smoothed,2017-06-26,50.234000988437785,0.3593897446039799
SSR RSI Smoothed,2017-06-27,49.685006516362535,0.40944351552978864
SSR RSI Smoothed,2017-06-28,49.19416037676057,0.4541956969836059
SSR RSI Smoothed,2017-06-29,48.72313686375622,0.4971405793454779
SSR RSI Smoothed,2017-06-30,48.24416891832837,0.5408097837559088
SSR RSI Smoothed,2017-07-01,47.774980501214635,0.5835873539242924
SSR RSI Smoothed,2017-07-02,47.43753007103248,0.6143539051197991
SSR RSI Smoothed,2017-07-03,47.16537227700798,0.6391674953664933
SSR RSI Smoothed,2017-07-04,46.97135310163355,0.6568569109314559
SSR RSI Smoothed,2017-07-05,46.82071552662722,0.6705910723041274
SSR RSI Smoothed,2017-07-06,46.70210407357415,0.681405298680312
SSR RSI Smoothed,2017-07-07,46.53421148549372,0.6967126607237808
SSR RSI Smoothed,2017-07-08,46.466119146738514,0.702920880476836
SSR RSI Smoothed,2017-07-09,46.39115976707409,0.7097551926772498
SSR RSI Smoothed,2017-07-10,46.03401982742362,0.7423169062044339
SSR RSI Smoothed,2017-07-11,45.72673363593055,0.7703332768966875
SSR RSI Smoothed,2017-07-12,45.52580570512147,0.788652588170073
SSR RSI Smoothed,2017-07-13,45.216704342748045,0.8168344544220416
SSR RSI Smoothed,2017-07-14,44.87020373920106,0.848426141985005
SSR RSI Smoothed,2017-07-15,44.44145411974622,0.8875167637094779
SSR RSI Smoothed,2017-07-16,44.00615085891748,0.9272049041354031
SSR RSI Smoothed,2017-07-17,43.93913448027449,0.933315024793255
SSR RSI Smoothed,2017-07-18,43.836181515452274,0.9427016113245629
SSR RSI Smoothed,2017-07-19,43.72745438817814,0.9526146487025693
SSR RSI Smoothed,2017-07-20,44.07420150800181,0.9210004853773341
SSR RSI Smoothed,2017-07-21,44.327414702708445,0.8979141413649291
SSR RSI Smoothed,2017-07-22,44.69907354225297,0.8640286882987213
SSR RSI Smoothed,2017-07-23,45.03849016378153,0.8330828724725939
SSR RSI Smoothed,2017-07-24,45.387300125375376,0.8012806325552032
SSR RSI Smoothed,2017-07-25,45.57980644199543,0.7837291496824382
SSR RSI Smoothed,2017-07-26,45.7558455217785,0.7676790431301012
SSR RSI Smoothed,2017-07-27,46.05459616315529,0.7404408887805931
SSR RSI Smoothed,2017-07-28,46.451355258457546,0.7042669564750083
SSR RSI Smoothed,2017-07-29,46.77574927507376,0.6746908047588847
SSR RSI Smoothed,2017-07-30,47.1381796767913,0.6416467410626799
SSR RSI Smoothed,2017-07-31,47.58595357469213,0.6008216084755302
SSR RSI Smoothed,2017-08-01,47.899251082606,0.5722571647690765
SSR RSI Smoothed,2017-08-02,48.18822922061319,0.545910004172538
SSR RSI Smoothed,2017-08-03,48.56675679139029,0.5113983045462019
SSR RSI Smoothed,2017-08-04,49.00528486804278,0.47141614623716444
SSR RSI Smoothed,2017-08-05,49.669646959247046,0.41084390076586286
SSR RSI Smoothed,2017-08-06,50.32592167068716,0.35100901035858384
SSR RSI Smoothed,2017-08-07,51.05342011771157,0.28468039965583314
SSR RSI Smoothed,2017-08-08,51.78819864831154,0.21768803794255837
SSR RSI Smoothed,2017-08-09,52.43962277368435,0.15829539265106546
SSR RSI Smoothed,2017-08-10,53.13151255354366,0.09521335028354383
SSR RSI Smoothed,2017-08-11,53.90858459582233,0.024364939278531346
SSR RSI Smoothed,2017-08-12,54.742936986501704,-0.05170592401559259
SSR RSI Smoothed,2017-08-13,55.61478970727996,-0.13119582525615797
SSR RSI Smoothed,2017-08-14,56.523304791403554,-0.21402836404560324
SSR RSI Smoothed,2017-08-15,57.27520122791464,-0.2825814258839004
SSR RSI Smoothed,2017-08-16,58.06722986662976,-0.3547934827723213
SSR RSI Smoothed,2017-08-17,58.82119018752928,-0.4235347162619751
SSR RSI Smoothed,2017-08-18,59.353417464032354,-0.4720597625668135
SSR RSI Smoothed,2017-08-19,59.89762002113056,-0.5216766376279873
SSR RSI Smoothed,2017-08-20,60.36046320147266,-0.5638756900808161
SSR RSI Smoothed,2017-08-21,60.71984300767732,-0.5966416201768551
SSR RSI Smoothed,2017-08-22,61.12019043131343,-0.6331427130889035
SSR RSI Smoothed,2017-08-23,61.55425913720942,-0.6727182947679883
SSR RSI Smoothed,2017-08-24,62.05974422996826,-0.7188051614421104
SSR RSI Smoothed,2017-08-25,62.571033390792216,-0.7654212055636319
SSR RSI Smoothed,2017-08-26,63.07419961437753,-0.8112966527202132
SSR RSI Smoothed,2017-08-27,63.57568961870844,-0.8570192730290779
SSR RSI Smoothed,2017-08-28,64.08788285181797,-0.9037177446237056
SSR RSI Smoothed,2017-08-29,64.67440255063242,-0.9571928234108542
SSR RSI Smoothed,2017-08-30,65.24855468641816,-1.0095403076624698
SSR RSI Smoothed,2017-08-31,65.86144552566697,-1.0654197367472884
SSR RSI Smoothed,2017-09-01,66.50851575197049,-1.124415421636204
SSR RSI Smoothed,2017-09-02,66.42638254370088,-1.1169270460673415
SSR RSI Smoothed,2017-09-03,66.13689325024777,-1.0905332816179423
SSR RSI Smoothed,2017-09-04,65.55418726633454,-1.037405912729075
SSR RSI Smoothed,2017-09-05,65.05236079633575,-0.9916526156532827
SSR RSI Smoothed,2017-09-06,64.66820671343038,-0.9566279269833322
SSR RSI Smoothed,2017-09-07,64.17750473407064,-0.9118888891295106
SSR RSI Smoothed,2017-09-08,63.581340554329344,-0.8575344888490407
SSR RSI Smoothed,2017-09-09,63.019461414453886,-0.8063059771137502
SSR RSI Smoothed,2017-09-10,62.455929889097376,-0.7549268115402942
SSR RSI Smoothed,2017-09-11,61.90418563000025,-0.7046223327901107
SSR RSI Smoothed,2017-09-12,61.364105610493375,-0.655381324085932
SSR RSI Smoothed,2017-09-13,60.70509605934144,-0.5952970886534894
SSR RSI Smoothed,2017-09-14,59.75335988159423,-0.5085239296402704
SSR RSI Smoothed,2017-09-15,59.143893498617395,-0.45295672036548884
SSR RSI Smoothed,2017-09-16,58.582130812113256,-0.4017388260966174
SSR RSI Smoothed,2017-09-17,58.062584913571406,-0.3543699859464515
SSR RSI Smoothed,2017-09-18,57.79434971862284,-0.329914032953987
SSR RSI Smoothed,2017-09-19,57.48092213396691,-0.3013377296901406
SSR RSI Smoothed,2017-09-20,57.185997232913145,-0.27444838163922186
SSR RSI Smoothed,2017-09-21,56.77944805773095,-0.23738185306795298
SSR RSI Smoothed,2017-09-22,56.415848501259795,-0.20423119339093096
SSR RSI Smoothed,2017-09-23,56.18415983466023,-0.18310731686036505
SSR RSI Smoothed,2017-09-24,55.91625249390923,-0.15868125549657203
SSR RSI Smoothed,2017-09-25,55.827029082142445,-0.15054644095661537
SSR RSI Smoothed,2017-09-26,55.7388277011599,-0.14250480858397604
SSR RSI Smoothed,2017-09-27,55.849953051400746,-0.1526365004459721
SSR RSI Smoothed,2017-09-28,55.96453301188804,-0.1630831613626834
SSR RSI Smoothed,2017-09-29,56.076011086862664,-0.1732470123882458
SSR RSI Smoothed,2017-09-30,56.30194987020937,-0.19384665169270462
SSR RSI Smoothed,2017-10-01,56.56406506679279,-0.21774462275307926
SSR RSI Smoothed,2017-10-02,56.83825058027079,-0.24274308736589176
SSR RSI Smoothed,2017-10-03,57.040462977119226,-0.2611795079585259
SSR RSI Smoothed,2017-10-04,57.15900505395766,-0.2719874090594447
SSR RSI Smoothed,2017-10-05,57.351839992613904,-0.28956885356744905
SSR RSI Smoothed,2017-10-06,57.579676584578024,-0.31034152280686883
SSR RSI Smoothed,2017-10-07,57.85844360450947,-0.3357576995938115
SSR RSI Smoothed,2017-10-08,58.230248522398085,-0.369656471140158
SSR RSI Smoothed,2017-10-09,58.68536343282987,-0.41115090984654606
SSR RSI Smoothed,2017-10-10,59.10030022613505,-0.44898216727665796
SSR RSI Smoothed,2017-10-11,59.54695179947783,-0.4897049735578246
SSR RSI Smoothed,2017-10-12,60.19112331590234,-0.5484363727978948
SSR RSI Smoothed,2017-10-13,60.87504140816882,-0.6107916081665131
SSR RSI Smoothed,2017-10-14,61.58002953645692,-0.6750678733634247
SSR RSI Smoothed,2017-10-15,62.166714491057974,-0.7285580191060844
SSR RSI Smoothed,2017-10-16,62.75641745546319,-0.7823233274944053
SSR RSI Smoothed,2017-10-17,63.15099574097237,-0.8182984276452635
SSR RSI Smoothed,2017-10-18,63.53656139744951,-0.8534518144784929
SSR RSI Smoothed,2017-10-19,63.96068240182909,-0.8921204289688945
SSR RSI Smoothed,2017-10-20,64.46681746537921,-0.9382665557826901
SSR RSI Smoothed,2017-10-21,64.97030360231545,-0.9841711705728239
SSR RSI Smoothed,2017-10-22,65.43438582070932,-1.0264831905143361
SSR RSI Smoothed,2017-10-23,65.76493725797012,-1.056620736084341
SSR RSI Smoothed,2017-10-24,65.69438264072167,-1.0501880216780148
SSR RSI Smoothed,2017-10-25,65.74521464096588,-1.0548225552213248
SSR RSI Smoothed,2017-10-26,65.87560051689768,-1.066710297444267
SSR RSI Smoothed,2017-10-27,65.8932393242234,-1.0683184899966418
SSR RSI Smoothed,2017-10-28,65.65133477827035,-1.046263195553921
SSR RSI Smoothed,2017-10-29,65.62085796724733,-1.0434845167236424
SSR RSI Smoothed,2017-10-30,65.56196310709026,-1.0381148636780189
SSR RSI Smoothed,2017-10-31,65.63797220474024,-1.0450448823859808
SSR RSI Smoothed,2017-11-01,65.81892085887547,-1.061542612225011
SSR RSI Smoothed,2017-11-02,66.09028374653909,-1.086283728042692
SSR RSI Smoothed,2017-11-03,66.20479436760836,-1.096724067039016
SSR RSI Smoothed,2017-11-04,66.38319628125701,-1.1129896015256213
SSR RSI Smoothed,2017-11-05,66.52648648331417,-1.1260538768771933
SSR RSI Smoothed,2017-11-06,66.40553597748809,-1.1150263907731985
SSR RSI Smoothed,2017-11-07,66.20620366970128,-1.0968525581035211
SSR RSI Smoothed,2017-11-08,66.04036860283026,-1.081732787557834
SSR RSI Smoothed,2017-11-09,65.52429853036693,-1.0346808507849552
SSR RSI Smoothed,2017-11-10,64.84831769135599,-0.9730492829147196
SSR RSI Smoothed,2017-11-11,64.02119776217499,-0.897637828757633
SSR RSI Smoothed,2017-11-12,63.10197567280864,-0.8138290943688103
SSR RSI Smoothed,2017-11-13,62.494790286430934,-0.7584698516347912
SSR RSI Smoothed,2017-11-14,61.939837851127095,-0.7078728720943294
SSR RSI Smoothed,2017-11-15,61.6282097040066,-0.6794606299254038
SSR RSI Smoothed,2017-11-16,61.4243276408035,-0.6608719799361366
SSR RSI Smoothed,2017-11-17,61.005538779365935,-0.622689515807786
SSR RSI Smoothed,2017-11-18,60.6254239257043,-0.588033097977646
SSR RSI Smoothed,2017-11-19,60.32651181201127,-0.5607802216250234
SSR RSI Smoothed,2017-11-20,60.11297046642772,-0.5413109006414728
SSR RSI Smoothed,2017-11-21,59.86235295606391,-0.5184612143662579
SSR RSI Smoothed,2017-11-22,59.674419583751884,-0.5013266630264925
SSR RSI Smoothed,2017-11-23,59.444412968289875,-0.4803561450570913
SSR RSI Smoothed,2017-11-24,59.28346440184847,-0.4656818940668351
SSR RSI Smoothed,2017-11-25,59.2876177222836,-0.46606056700475307
SSR RSI Smoothed,2017-11-26,59.37577547098648,-0.4740982212678807
SSR RSI Smoothed,2017-11-27,59.47567267112,-0.48320620290695165
SSR RSI Smoothed,2017-11-28,59.44411005012921,-0.48032852693524425
SSR RSI Smoothed,2017-11-29,59.28326468138927,-0.46566368484502596
SSR RSI Smoothed,2017-11-30,59.19433958412999,-0.4575560686955485
SSR RSI Smoothed,2017-12-01,59.239319834981075,-0.4616570775158649
SSR RSI Smoothed,2017-12-02,59.23437904384406,-0.46120660808430636
SSR RSI Smoothed,2017-12-03,59.30794661223073,-0.4679140239197986
SSR RSI Smoothed,2017-12-04,59.468418091820624,-0.4825447772116408
SSR RSI Smoothed,2017-12-05,59.67466098298444,-0.5013486722497228
SSR RSI Smoothed,2017-12-06,60.199517029775,-0.549201657427831
SSR RSI Smoothed,2017-12-07,60.92008353144754,-0.6148982581152507
SSR RSI Smoothed,2017-12-08,61.4499657639853,-0.6632094984540526
SSR RSI Smoothed,2017-12-09,61.69846124215006,-0.6858657115360187
SSR RSI Smoothed,2017-12-10,61.98579240042149,-0.712062711155341
SSR RSI Smoothed,2017-12-11,62.345418474185145,-0.7448510943371789
SSR RSI Smoothed,2017-12-12,62.73720080095617,-0.7805712770247181
SSR RSI Smoothed,2017-12-13,62.75486268208013,-0.7821815732970211
SSR RSI Smoothed,2017-12-14,62.49182344031664,-0.7581993537639915
SSR RSI Smoothed,2017-12-15,62.33776755977825,-0.7441535333660309
SSR RSI Smoothed,2017-12-16,62.20898705251037,-0.7324121582914705
SSR RSI Smoothed,2017-12-17,62.04013208509338,-0.717017052714494
SSR RSI Smoothed,2017-12-18,61.8465013749185,-0.6993630548979793
SSR RSI Smoothed,2017-12-19,61.43677980917301,-0.6620072882403188
SSR RSI Smoothed,2017-12-20,60.88230977878364,-0.6114542912649112
SSR RSI Smoothed,2017-12-21,60.28552549655742,-0.5570433540440713
SSR RSI Smoothed,2017-12-22,59.614781955748846,-0.4958892892049698
SSR RSI Smoothed,2017-12-23,59.03921815561272,-0.44341309851346744
SSR RSI Smoothed,2017-12-24,58.41715637776548,-0.3866975224670125
SSR RSI Smoothed,2017-12-25,57.82596853537458,-0.33279683249230313
SSR RSI Smoothed,2017-12-26,57.45484460445544,-0.2989601489404766
SSR RSI Smoothed,2017-12-27,57.06783505550656,-0.2636751173153634
SSR RSI Smoothed,2017-12-28,56.552831342655246,-0.21672040432607215
SSR RSI Smoothed,2017-12-29,55.9978532028211,-0.16612108121251942
SSR RSI Smoothed,2017-12-30,55.35439520371459,-0.107454735874088
SSR RSI Smoothed,2017-12-31,54.850210653194864,-0.06148644424329904
SSR RSI Smoothed,2018-01-01,54.33072309436503,-0.014122923131355759
SSR RSI Smoothed,2018-01-02,53.981552885879665,0.017712161771370843
SSR RSI Smoothed,2018-01-03,53.67563045862924,0.04560419324625453
SSR RSI Smoothed,2018-01-04,53.29915765177124,0.07992855276673412
SSR RSI Smoothed,2018-01-05,53.13958002043868,0.09447781074634504
SSR RSI Smoothed,2018-01-06,52.99891439692805,0.10730279397381179
SSR RSI Smoothed,2018-01-07,52.78425907795952,0.12687367985731227
SSR RSI Smoothed,2018-01-08,52.46631768260583,0.15586152323341826
SSR RSI Smoothed,2018-01-09,52.114440143574406,0.1879434450532107
SSR RSI Smoothed,2018-01-10,51.77660468538444,0.21874510061621658
SSR RSI Smoothed,2018-01-11,51.328320683900266,0.2596167411541895
SSR RSI Smoothed,2018-01-12,50.975707630227944,0.2917657224494785
SSR RSI Smoothed,2018-01-13,50.69312777868784,0.31752952860179035
SSR RSI Smoothed,2018-01-14,50.33087077407032,0.3505577830700967
SSR RSI Smoothed,2018-01-15,49.906767038950534,0.38922482306090367
SSR RSI Smoothed,2018-01-16,49.31616383779473,0.4430722092230175
SSR RSI Smoothed,2018-01-17,48.69924296821076,0.4993190704505642
SSR RSI Smoothed,2018-01-18,48.07800145579842,0.5559598599913885
SSR RSI Smoothed,2018-01-19,47.45912761657221,0.6123847803799467
SSR RSI Smoothed,2018-01-20,46.95385935056909,0.6584518781906042
SSR RSI Smoothed,2018-01-21,46.398944551632034,0.7090454262901731
SSR RSI Smoothed,2018-01-22,45.8292978794083,0.7609821314674663
SSR RSI Smoothed,2018-01-23,45.260076951692085,0.8128800200097365
SSR RSI Smoothed,2018-01-24,44.76088646626245,0.8583929850339334
SSR RSI Smoothed,2018-01-25,44.27252803577004,0.9029183532350983
SSR RSI Smoothed,2018-01-26,43.79395440292822,0.946551606770141
SSR RSI Smoothed,2018-01-27,43.37707179550978,0.984560270966338
SSR RSI Smoothed,2018-01-28,42.99904740573094,1.0190260937984574
SSR RSI Smoothed,2018-01-29,42.59822120650692,1.0555708383769997
SSR RSI Smoothed,2018-01-30,42.130270022425464,1.098235605626721
SSR RSI Smoothed,2018-01-31,41.718096450592085,1.1358149303660647
SSR RSI Smoothed,2018-02-01,41.24912862854275,1.1785723881009313
SSR RSI Smoothed,2018-02-02,40.77791872293177,1.2215342645370766
SSR RSI Smoothed,2018-02-03,40.393278611101074,1.25660326618599
SSR RSI Smoothed,2018-02-04,39.95555361108149,1.2965122051533693
SSR RSI Smoothed,2018-02-05,39.4412884768749,1.3433995793110798
SSR RSI Smoothed,2018-02-06,39.12036608885283,1.3726592103494382
SSR RSI Smoothed,2018-02-07,38.801469353759884,1.401734155434027
SSR RSI Smoothed,2018-02-08,38.61308067043387,1.4189102190919551
SSR RSI Smoothed,2018-02-09,38.51872550870676,1.427512913455896
SSR RSI Smoothed,2018-02-10,38.41494575529805,1.436974881231674
SSR RSI Smoothed,2018-02-11,38.268627459182355,1.4503152386461031
SSR RSI Smoothed,2018-02-12,38.29634119279209,1.4477884793722675
SSR RSI Smoothed,2018-02-13,38.2777609248077,1.449482508228178
SSR RSI Smoothed,2018-02-14,38.44493650786221,1.434240518073035
SSR RSI Smoothed,2018-02-15,38.72147343958584,1.4090276663284669
SSR RSI Smoothed,2018-02-16,39.00777126747237,1.3829248791010853
SSR RSI Smoothed,2018-02-17,39.436645700872,1.3438228776470915
SSR RSI Smoothed,2018-02-18,39.74652294519257,1.3155702714893076
SSR RSI Smoothed,2018-02-19,40.16055898193156,1.2778211392264192
SSR RSI Smoothed,2018-02-20,40.58250348433348,1.239350964131951
SSR RSI Smoothed,2018-02-21,40.85278900505181,1.2147080756754274
SSR RSI Smoothed,2018-02-22,41.02154260549107,1.1993222120849205
SSR RSI Smoothed,2018-02-23,41.243605238007774,1.1790759751835596
SSR RSI Smoothed,2018-02-24,41.38165503285039,1.1664894863227755
SSR RSI Smoothed,2018-02-25,41.505901337554135,1.1551615105591742
SSR RSI Smoothed,2018-02-26,41.777809879303504,1.1303706455254219
SSR RSI Smoothed,2018-02-27,42.11315546971281,1.0997960000287608
SSR RSI Smoothed,2018-02-28,42.37262126359207,1.076139584398886
SSR RSI Smoothed,2018-03-01,42.75127828772032,1.0416160820519158
SSR RSI Smoothed,2018-03-02,43.14410678216051,1.0058005165517503
SSR RSI Smoothed,2018-03-03,43.60943998606224,0.9633744398296568
SSR RSI Smoothed,2018-03-04,44.07663245116024,0.9207788476775487
SSR RSI Smoothed,2018-03-05,44.54957056532848,0.8776594043447637
SSR RSI Smoothed,2018-03-06,44.78546910249901,0.8561516990000577
SSR RSI Smoothed,2018-03-07,44.847170344356634,0.8505261781927075
SSR RSI Smoothed,2018-03-08,44.79900501308764,0.8549175820784166
SSR RSI Smoothed,2018-03-09,44.74789203530836,0.8595777333390092
SSR RSI Smoothed,2018-03-10,44.60719861045085,0.8724052513137621
SSR RSI Smoothed,2018-03-11,44.676164865478555,0.8661173535181457
SSR RSI Smoothed,2018-03-12,44.67380968263402,0.8663320838817193
SSR RSI Smoothed,2018-03-13,44.686806030996934,0.8651471607596883
SSR RSI Smoothed,2018-03-14,44.51480182879367,0.8808293932288314
SSR RSI Smoothed,2018-03-15,44.3738882373692,0.8936769845694719
SSR RSI Smoothed,2018-03-16,44.283618983298595,0.9019071522573432
SSR RSI Smoothed,2018-03-17,44.10080827153497,0.9185746524870106
SSR RSI Smoothed,2018-03-18,44.03645088028358,0.9244423438444535
SSR RSI Smoothed,2018-03-19,44.094042735004614,0.9191914904205526
SSR RSI Smoothed,2018-03-20,44.00512864031862,0.9272981034264455
SSR RSI Smoothed,2018-03-21,43.9274263169439,0.9343824995222736
SSR RSI Smoothed,2018-03-22,43.82538506179173,0.9436859622530764
SSR RSI Smoothed,2018-03-23,43.75609191601805,0.9500036638360697
SSR RSI Smoothed,2018-03-24,43.659545425783186,0.9588061493832181
SSR RSI Smoothed,2018-03-25,43.53375452906481,0.9702749510727744
SSR RSI Smoothed,2018-03-26,43.35476020305302,0.9865944978932488
SSR RSI Smoothed,2018-03-27,43.1104362020284,1.0088703826261771
SSR RSI Smoothed,2018-03-28,42.92765422743731,1.025535262786019
SSR RSI Smoothed,2018-03-29,42.576258948464854,1.0575732152477462
SSR RSI Smoothed,2018-03-30,42.18773867786103,1.092995984718131
SSR RSI Smoothed,2018-03-31,41.86386671581989,1.1225245388691778
SSR RSI Smoothed,2018-04-01,41.52997377585059,1.152966741078961
SSR RSI Smoothed,2018-04-02,41.324182952450954,1.1717294194974555
SSR RSI Smoothed,2018-04-03,41.305410684843736,1.1734409536391706
SSR RSI Smoothed,2018-04-04,41.12868056082726,1.1895540651424095
SSR RSI Smoothed,2018-04-05,40.97452769147722,1.2036087283539283
SSR RSI Smoothed,2018-04-06,40.78393656214439,1.2209855968168388
SSR RSI Smoothed,2018-04-07,40.737069684396545,1.2252586160950312
SSR RSI Smoothed,2018-04-08,40.75722321811073,1.2234211470289726
SSR RSI Smoothed,2018-04-09,40.69975124484479,1.2286610704359122
SSR RSI Smoothed,2018-04-10,40.69220714001621,1.2293488931994143
SSR RSI Smoothed,2018-04-11,40.75736794375365,1.2234079518793923
SSR RSI Smoothed,2018-04-12,41.19759879619001,1.1832705454697654
SSR RSI Smoothed,2018-04-13,41.63807302217496,1.1431109498315206
SSR RSI Smoothed,2018-04-14,42.103082782543936,1.100714362602162
SSR RSI Smoothed,2018-04-15,42.66917482916811,1.0491017452336493
SSR RSI Smoothed,2018-04-16,43.096898921140955,1.010104624482816
SSR RSI Smoothed,2018-04-17,43.45429866755562,0.977519223452531
SSR RSI Smoothed,2018-04-18,43.906814098554165,0.9362617884951709
SSR RSI Smoothed,2018-04-19,44.393037766781454,0.8919310541324773
SSR RSI Smoothed,2018-04-20,45.03877395023753,0.8330569986560389
SSR RSI Smoothed,2018-04-21,45.68062774388375,0.774536914412594
SSR RSI Smoothed,2018-04-22,46.28662374938951,0.7192861117462548
SSR RSI Smoothed,2018-04-23,46.92213415506305,0.661344376656815
SSR RSI Smoothed,2018-04-24,47.71852028936707,0.588735031458381
SSR RSI Smoothed,2018-04-25,48.11295750887908,0.5527727927942352
SSR RSI Smoothed,2018-04-26,48.60872967994728,0.5075714876003328
SSR RSI Smoothed,2018-04-27,48.984444146661,0.4733162686373573
SSR RSI Smoothed,2018-04-28,49.450163656117255,0.4308549710693041
