name,date,value,z_score
SSR RSI Smoothed,2016-08-21,46.74756165858291,0.6767332026516462
SSR RSI Smoothed,2016-08-22,47.0785288440558,0.64656235054134
SSR RSI Smoothed,2016-08-23,47.401888309653614,0.6170850154965394
SSR RSI Smoothed,2016-08-24,47.690362476357656,0.5907878120174825
SSR RSI Smoothed,2016-08-25,47.96615132501889,0.565646997665326
SSR RSI Smoothed,2016-08-26,48.30631447642243,0.5346378445382335
SSR RSI Smoothed,2016-08-27,48.51592163022833,0.5155301301897429
SSR RSI Smoothed,2016-08-28,48.8255668948532,0.4873029768775337
SSR RSI Smoothed,2016-08-29,49.13782362017135,0.4588377637278936
SSR RSI Smoothed,2016-08-30,49.50966892457492,0.4249404766870593
SSR RSI Smoothed,2016-08-31,49.852280155840766,0.39370815746156795
SSR RSI Smoothed,2016-09-01,50.226729447085845,0.35957349189699805
SSR RSI Smoothed,2016-09-02,50.69581399354886,0.3168119097832184
SSR RSI Smoothed,2016-09-03,51.41909182252912,0.2508781575242232
SSR RSI Smoothed,2016-09-04,52.21315856760726,0.1784913125950697
SSR RSI Smoothed,2016-09-05,52.98481464699793,0.10814741606028333
SSR RSI Smoothed,2016-09-06,53.78936236283321,0.034805129526747844
SSR RSI Smoothed,2016-09-07,54.60643925231894,-0.03967931206585234
SSR RSI Smoothed,2016-09-08,55.491034670021904,-0.1203187189207545
SSR RSI Smoothed,2016-09-09,56.24914743736588,-0.1894280118973033
SSR RSI Smoothed,2016-09-10,57.012392088164624,-0.2590051255629033
SSR RSI Smoothed,2016-09-11,57.450717028795545,-0.29896267283798605
SSR RSI Smoothed,2016-09-12,57.898663175414775,-0.33979728586380575
SSR RSI Smoothed,2016-09-13,58.36945881988321,-0.382714851069365
SSR RSI Smoothed,2016-09-14,58.86007784442347,-0.42743950862342733
SSR RSI Smoothed,2016-09-15,59.34543899822884,-0.47168486053233655
SSR RSI Smoothed,2016-09-16,59.85230393891614,-0.5178904900829674
SSR RSI Smoothed,2016-09-17,60.36981615306422,-0.5650667213338981
SSR RSI Smoothed,2016-09-18,60.93175571009772,-0.6162929335215628
SSR RSI Smoothed,2016-09-19,61.48262117640451,-0.6665096354972277
SSR RSI Smoothed,2016-09-20,62.0392761538455,-0.7172541072696823
SSR RSI Smoothed,2016-09-21,62.32472692789344,-0.7432756993385978
SSR RSI Smoothed,2016-09-22,62.622328665932216,-0.7704049690071567
SSR RSI Smoothed,2016-09-23,63.0165426536128,-0.8063413773406021
SSR RSI Smoothed,2016-09-24,63.433198326997335,-0.8443235618421961
SSR RSI Smoothed,2016-09-25,63.84995981558689,-0.8823153924206278
SSR RSI Smoothed,2016-09-26,64.33812511627505,-0.9268163693721687
SSR RSI Smoothed,2016-09-27,64.82709062334133,-0.9713902928554257
SSR RSI Smoothed,2016-09-28,65.32550372684923,-1.0168254559042627
SSR RSI Smoothed,2016-09-29,65.84049032289444,-1.0637714526980817
SSR RSI Smoothed,2016-09-30,66.39192014811626,-1.1140396014337575
SSR RSI Smoothed,2016-10-01,66.98797748626222,-1.1683759785364285
SSR RSI Smoothed,2016-10-02,67.56414070963736,-1.2208988151403373
SSR RSI Smoothed,2016-10-03,68.14910409359256,-1.2742238712846177
SSR RSI Smoothed,2016-10-04,68.72244617577014,-1.3264895336501448
SSR RSI Smoothed,2016-10-05,69.31063808596515,-1.3801089011098397
SSR RSI Smoothed,2016-10-06,69.89843310586963,-1.4336920881903754
SSR RSI Smoothed,2016-10-07,70.51356691840328,-1.4897674699823318
SSR RSI Smoothed,2016-10-08,71.1307729983682,-1.5460317589437773
SSR RSI Smoothed,2016-10-09,71.73597334472218,-1.6012016094558834
SSR RSI Smoothed,2016-10-10,72.34103537548552,-1.6563588511674405
SSR RSI Smoothed,2016-10-11,73.00025207009033,-1.7164528129695704
SSR RSI Smoothed,2016-10-12,73.55752536541326,-1.7672536503824627
SSR RSI Smoothed,2016-10-13,74.10682735537044,-1.8173278264045218
SSR RSI Smoothed,2016-10-14,74.66223574687248,-1.8679586598416436
SSR RSI Smoothed,2016-10-15,75.20573617690829,-1.917503967703716
SSR RSI Smoothed,2016-10-16,75.75649921302575,-1.9677113321793824
SSR RSI Smoothed,2016-10-17,76.29174845710445,-2.016504464834445
SSR RSI Smoothed,2016-10-18,76.8126180811573,-2.063986756390314
SSR RSI Smoothed,2016-10-19,77.24109979187922,-2.1030469982922138
SSR RSI Smoothed,2016-10-20,77.66897253549396,-2.1420517269670105
SSR RSI Smoothed,2016-10-21,78.1076124260159,-2.18203798496328
SSR RSI Smoothed,2016-10-22,78.60045773490899,-2.226965589815179
SSR RSI Smoothed,2016-10-23,79.08201674604891,-2.2708643397372548
SSR RSI Smoothed,2016-10-24,79.55383091778835,-2.313874753530265
SSR RSI Smoothed,2016-10-25,80.02860579589014,-2.357155064272948
SSR RSI Smoothed,2016-10-26,80.51811356633223,-2.401778420294639
SSR RSI Smoothed,2016-10-27,81.00692115315738,-2.44633794782431
SSR RSI Smoothed,2016-10-28,81.48762777428368,-2.490158994172829
SSR RSI Smoothed,2016-10-29,81.97097076800252,-2.5342203713187454
SSR RSI Smoothed,2016-10-30,82.19267217432744,-2.5544305934690743
SSR RSI Smoothed,2016-10-31,82.41840246865104,-2.575008087630987
SSR RSI Smoothed,2016-11-01,82.70805568196177,-2.6014127725836245
SSR RSI Smoothed,2016-11-02,83.0105422358128,-2.6289873403419235
SSR RSI Smoothed,2016-11-03,82.65049058296202,-2.596165158424671
SSR RSI Smoothed,2016-11-04,82.3908735918389,-2.5724985649123666
SSR RSI Smoothed,2016-11-05,82.16582282518122,-2.551983016253251
SSR RSI Smoothed,2016-11-06,82.00459338043265,-2.537285396830995
SSR RSI Smoothed,2016-11-07,81.79469295198406,-2.5181509476693242
SSR RSI Smoothed,2016-11-08,81.63837266150777,-2.5039008450222555
SSR RSI Smoothed,2016-11-09,81.54701173100145,-2.495572414761026
SSR RSI Smoothed,2016-11-10,81.4276254673143,-2.484689204993386
SSR RSI Smoothed,2016-11-11,81.34608989128743,-2.4772564505874763
SSR RSI Smoothed,2016-11-12,81.17977347111243,-2.462095104276222
SSR RSI Smoothed,2016-11-13,81.04490822978435,-2.449800836356228
SSR RSI Smoothed,2016-11-14,80.9415403588351,-2.4403778576312796
SSR RSI Smoothed,2016-11-15,80.89024268876196,-2.43570158008682
SSR RSI Smoothed,2016-11-16,80.96540951769326,-2.442553761749623
SSR RSI Smoothed,2016-11-17,80.99066731650318,-2.444856253797096
SSR RSI Smoothed,2016-11-18,81.07471441519601,-2.452517957725051
SSR RSI Smoothed,2016-11-19,81.17285501861002,-2.4614644205817524
SSR RSI Smoothed,2016-11-20,81.0000952795846,-2.4457157035924726
SSR RSI Smoothed,2016-11-21,80.87811853454367,-2.4345963464566043
SSR RSI Smoothed,2016-11-22,80.82513267568136,-2.4297661742164522
SSR RSI Smoothed,2016-11-23,80.7305974533417,-2.4211483766292097
SSR RSI Smoothed,2016-11-24,80.63926484187108,-2.4128225279213056
SSR RSI Smoothed,2016-11-25,80.58151024509922,-2.4075576392121594
SSR RSI Smoothed,2016-11-26,80.50387988487873,-2.4004808829043225
SSR RSI Smoothed,2016-11-27,80.37108200809223,-2.3883750752081205
SSR RSI Smoothed,2016-11-28,80.28031382034852,-2.380100679168456
SSR RSI Smoothed,2016-11-29,80.22499307079323,-2.375057659114733
SSR RSI Smoothed,2016-11-30,80.24885115228902,-2.3772325534246224
SSR RSI Smoothed,2016-12-01,80.34084791649202,-2.3856189460617947
SSR RSI Smoothed,2016-12-02,80.50948454001993,-2.4009918012938685
SSR RSI Smoothed,2016-12-03,80.6322853990802,-2.4121862843736106
SSR RSI Smoothed,2016-12-04,80.76714327891236,-2.424479881222228
SSR RSI Smoothed,2016-12-05,80.70129509535917,-2.418477183991453
SSR RSI Smoothed,2016-12-06,80.68910332143066,-2.4173657861722595
SSR RSI Smoothed,2016-12-07,80.7222862537215,-2.4203907305978007
SSR RSI Smoothed,2016-12-08,80.78300442177064,-2.4259257774212544
SSR RSI Smoothed,2016-12-09,80.87592736466539,-2.4343966001819037
SSR RSI Smoothed,2016-12-10,80.99582011377349,-2.445325980982209
SSR RSI Smoothed,2016-12-11,81.0951534815579,-2.454381175819002
SSR RSI Smoothed,2016-12-12,81.23994704691259,-2.4675805062619838
SSR RSI Smoothed,2016-12-13,81.39893202394126,-2.4820735207970612
SSR RSI Smoothed,2016-12-14,81.56697584900675,-2.4973923367299977
SSR RSI Smoothed,2016-12-15,81.74792751559794,-2.5138878269521943
SSR RSI Smoothed,2016-12-16,81.9632116902591,-2.5335130565232484
SSR RSI Smoothed,2016-12-17,82.20966358355707,-2.555979524352601
SSR RSI Smoothed,2016-12-18,82.45824680621773,-2.5786402834163185
SSR RSI Smoothed,2016-12-19,82.70549446624432,-2.601179293060501
SSR RSI Smoothed,2016-12-20,82.97648343711147,-2.6258825522427514
SSR RSI Smoothed,2016-12-21,83.29634769841125,-2.655041265694235
SSR RSI Smoothed,2016-12-22,83.6447515934669,-2.6868016421114906
SSR RSI Smoothed,2016-12-23,84.02407811303209,-2.7213809140926872
SSR RSI Smoothed,2016-12-24,84.10122014009777,-2.728413154122049
SSR RSI Smoothed,2016-12-25,84.19123434367485,-2.7366188172305255
SSR RSI Smoothed,2016-12-26,84.29777534245483,-2.7463310571714192
SSR RSI Smoothed,2016-12-27,84.44500929449397,-2.7597528524054145
SSR RSI Smoothed,2016-12-28,84.6591896449292,-2.7792774577486354
SSR RSI Smoothed,2016-12-29,84.83982699191768,-2.7957442947065054
SSR RSI Smoothed,2016-12-30,83.47874682033945,-2.6716687054353754
SSR RSI Smoothed,2016-12-31,82.18003671086471,-2.5532787490681423
SSR RSI Smoothed,2017-01-01,80.99713651542908,-2.4454459836936917
SSR RSI Smoothed,2017-01-02,79.90521157094304,-2.3459064901678577
SSR RSI Smoothed,2017-01-03,78.8902264414791,-2.2533808030926825
SSR RSI Smoothed,2017-01-04,78.15123806942576,-2.186014883258061
SSR RSI Smoothed,2017-01-05,76.76348737862966,-2.0595080188444186
SSR RSI Smoothed,2017-01-06,75.35823535658291,-1.9314057392353314
SSR RSI Smoothed,2017-01-07,74.01241406411728,-1.8087211440121984
SSR RSI Smoothed,2017-01-08,72.72174569752386,-1.6910642700949206
SSR RSI Smoothed,2017-01-09,71.46412545061828,-1.5764200511337558
SSR RSI Smoothed,2017-01-10,70.25219526178158,-1.4659409217809087
SSR RSI Smoothed,2017-01-11,68.99474092047275,-1.3513118267155362
SSR RSI Smoothed,2017-01-12,67.81190362326446,-1.2434847951213466
SSR RSI Smoothed,2017-01-13,66.70486691558604,-1.1425677185830103
SSR RSI Smoothed,2017-01-14,65.62639355134456,-1.0442544663766256
SSR RSI Smoothed,2017-01-15,64.59375967993743,-0.9501199261991705
SSR RSI Smoothed,2017-01-16,63.61116819740451,-0.8605472325740035
SSR RSI Smoothed,2017-01-17,62.82919308520723,-0.7892626566413949
SSR RSI Smoothed,2017-01-18,62.042740318731866,-0.71756989932116
SSR RSI Smoothed,2017-01-19,61.33241471315028,-0.6528168671873416
SSR RSI Smoothed,2017-01-20,60.63638727939136,-0.5893672513631885
SSR RSI Smoothed,2017-01-21,60.03869355005005,-0.5348817014152439
SSR RSI Smoothed,2017-01-22,59.45990563376031,-0.4821195987292657
SSR RSI Smoothed,2017-01-23,58.89598874658428,-0.4307131338219295
SSR RSI Smoothed,2017-01-24,58.29412289919696,-0.3758472550617095
SSR RSI Smoothed,2017-01-25,57.74163674367687,-0.32548281162792597
SSR RSI Smoothed,2017-01-26,57.27834482312481,-0.28324928325288806
SSR RSI Smoothed,2017-01-27,56.848346658928065,-0.2440508019860928
SSR RSI Smoothed,2017-01-28,56.444665690137455,-0.20725138698752005
SSR RSI Smoothed,2017-01-29,56.038015945310946,-0.17018133941067595
SSR RSI Smoothed,2017-01-30,55.66769224992411,-0.13642276171212223
SSR RSI Smoothed,2017-01-31,54.73326220136452,-0.051240447452672505
SSR RSI Smoothed,2017-02-01,53.86819444160273,0.027618824979047996
SSR RSI Smoothed,2017-02-02,53.07454052442391,0.09996803666223628
SSR RSI Smoothed,2017-02-03,52.32629437348374,0.16817789236096858
SSR RSI Smoothed,2017-02-04,51.64670912313296,0.2301286445341266
SSR RSI Smoothed,2017-02-05,50.97219780112619,0.2916168591857266
SSR RSI Smoothed,2017-02-06,50.34593473938336,0.34870677941752565
SSR RSI Smoothed,2017-02-07,49.82002795888157,0.3966482563819431
SSR RSI Smoothed,2017-02-08,49.31415543179574,0.4427634178580447
SSR RSI Smoothed,2017-02-09,48.74279527762299,0.4948484083643909
SSR RSI Smoothed,2017-02-10,48.23489309717562,0.5411485923263885
SSR RSI Smoothed,2017-02-11,47.79232856911977,0.5814926188985762
SSR RSI Smoothed,2017-02-12,47.359746259230846,0.6209266699769185
SSR RSI Smoothed,2017-02-13,46.9346903599655,0.6596746161124977
SSR RSI Smoothed,2017-02-14,46.57413425674844,0.6925427835475476
SSR RSI Smoothed,2017-02-15,46.24104878488265,0.7229067378996845
SSR RSI Smoothed,2017-02-16,46.010228570298445,0.7439482274006417
SSR RSI Smoothed,2017-02-17,45.87247662216571,0.7565056464966794
SSR RSI Smoothed,2017-02-18,45.75328829268169,0.7673708126520459
SSR RSI Smoothed,2017-02-19,45.6397051567876,0.777725011333069
SSR RSI Smoothed,2017-02-20,45.6533287902005,0.776483085707366
SSR RSI Smoothed,2017-02-21,45.814228964534806,0.7618154824601538
SSR RSI Smoothed,2017-02-22,45.982094882221645,0.7465128845012233
SSR RSI Smoothed,2017-02-23,46.33684389292253,0.7141740895755542
SSR RSI Smoothed,2017-02-24,46.6783327955796,0.683044081430922
SSR RSI Smoothed,2017-02-25,46.88469489038664,0.6642321855183403
SSR RSI Smoothed,2017-02-26,47.18912935207002,0.6364800471678085
SSR RSI Smoothed,2017-02-27,47.53058492784477,0.6053530770900355
SSR RSI Smoothed,2017-02-28,47.84794393069479,0.5764227421168533
SSR RSI Smoothed,2017-03-01,48.28651072790945,0.5364431472807426
SSR RSI Smoothed,2017-03-02,48.811034544779055,0.48862774079416144
SSR RSI Smoothed,2017-03-03,49.390352642798945,0.43581730692831394
SSR RSI Smoothed,2017-03-04,49.860854241193195,0.3929265468593578
SSR RSI Smoothed,2017-03-05,50.34390632139207,0.3488916892875047
SSR RSI Smoothed,2017-03-06,50.836048825496995,0.3040281518726707
SSR RSI Smoothed,2017-03-07,50.23902124306622,0.35845297610276894
SSR RSI Smoothed,2017-03-08,49.59114759321085,0.4175129099388729
SSR RSI Smoothed,2017-03-09,49.05729715395255,0.466178528038959
SSR RSI Smoothed,2017-03-10,48.456403029523024,0.5209558248764421
SSR RSI Smoothed,2017-03-11,48.04130994245368,0.5587955645596541
SSR RSI Smoothed,2017-03-12,47.75078390313985,0.5852798160234551
SSR RSI Smoothed,2017-03-13,47.49043932928809,0.6090127357211558
SSR RSI Smoothed,2017-03-14,47.25965050629379,0.6300513635758284
SSR RSI Smoothed,2017-03-15,47.06897362769293,0.6474334007010543
SSR RSI Smoothed,2017-03-16,46.77546712960133,0.6741893497377621
SSR RSI Smoothed,2017-03-17,46.16260665313568,0.7300574950140897
SSR RSI Smoothed,2017-03-18,45.51254155460541,0.7893172005398953
SSR RSI Smoothed,2017-03-19,44.97923553726889,0.8379331893292562
SSR RSI Smoothed,2017-03-20,44.496065810114814,0.8819787715561279
SSR RSI Smoothed,2017-03-21,44.15322027412736,0.9132324499175539
SSR RSI Smoothed,2017-03-22,43.76734315906176,0.9484088718784229
SSR RSI Smoothed,2017-03-23,43.38896155588769,0.9829020056140645
SSR RSI Smoothed,2017-03-24,42.953635621325525,1.0225861645517234
SSR RSI Smoothed,2017-03-25,42.60069632400423,1.0547599866428206
SSR RSI Smoothed,2017-03-26,42.25681891216193,1.0861077304439009
SSR RSI Smoothed,2017-03-27,42.08563030618888,1.1017132234972458
SSR RSI Smoothed,2017-03-28,41.93225676367294,1.1156947016376557
SSR RSI Smoothed,2017-03-29,41.596017320818646,1.1463461708747456
SSR RSI Smoothed,2017-03-30,41.2744503806568,1.1756600999318643
SSR RSI Smoothed,2017-03-31,41.04466430444414,1.196607317742941
SSR RSI Smoothed,2017-04-01,40.84358193309279,1.214937915924035
SSR RSI Smoothed,2017-04-02,40.686676513840816,1.2292413587043003
SSR RSI Smoothed,2017-04-03,40.616119356407786,1.2356733243361615
SSR RSI Smoothed,2017-04-04,40.55206876895897,1.2415121533389082
SSR RSI Smoothed,2017-04-05,40.488593574657635,1.2472985297048977
SSR RSI Smoothed,2017-04-06,40.55930549485299,1.240852455954107
SSR RSI Smoothed,2017-04-07,40.63305524826646,1.2341294543966264
SSR RSI Smoothed,2017-04-08,40.70129342155121,1.2279088865433205
SSR RSI Smoothed,2017-04-09,40.84656875626736,1.214665638174956
SSR RSI Smoothed,2017-04-10,40.995384130748576,1.2010996810278833
SSR RSI Smoothed,2017-04-11,41.197308554817695,1.182692321617483
SSR RSI Smoothed,2017-04-12,41.37438836468061,1.1665497884915434
SSR RSI Smoothed,2017-04-13,41.45830197446241,1.158900253365724
SSR RSI Smoothed,2017-04-14,41.560560471839146,1.1495784047450897
SSR RSI Smoothed,2017-04-15,41.6801538394924,1.1386763154528108
SSR RSI Smoothed,2017-04-16,41.80779668003814,1.1270404390454793
SSR RSI Smoothed,2017-04-17,42.01011220521678,1.108597426995623
SSR RSI Smoothed,2017-04-18,41.81066163395219,1.1267792708552846
SSR RSI Smoothed,2017-04-19,41.65450166275241,1.141014758853548
SSR RSI Smoothed,2017-04-20,41.59369934872909,1.1465574763943847
SSR RSI Smoothed,2017-04-21,41.584510355647886,1.147395141768671
SSR RSI Smoothed,2017-04-22,41.58265867665142,1.147563940174103
SSR RSI Smoothed,2017-04-23,41.620255863071954,1.1441365938961425
SSR RSI Smoothed,2017-04-24,41.69991406506974,1.1368749802457918
SSR RSI Smoothed,2017-04-25,41.869598991486974,1.121406562091383
SSR RSI Smoothed,2017-04-26,42.10603530319642,1.0998531111536427
SSR RSI Smoothed,2017-04-27,42.49480662905203,1.0644128539560667
SSR RSI Smoothed,2017-04-28,42.89624450528355,1.0278179184854972
SSR RSI Smoothed,2017-04-29,43.33276642693165,0.9880247337861333
SSR RSI Smoothed,2017-04-30,43.84070788913799,0.941720968912817
SSR RSI Smoothed,2017-05-01,44.48033798181847,0.8834125148466213
SSR RSI Smoothed,2017-05-02,45.17245026081559,0.8203198031522194
SSR RSI Smoothed,2017-05-03,45.95922141621618,0.7485980216096497
SSR RSI Smoothed,2017-05-04,46.76929836229579,0.674751692393613
SSR RSI Smoothed,2017-05-05,47.546993922714734,0.6038572388944965
SSR RSI Smoothed,2017-05-06,48.385046268345114,0.5274606821041853
SSR RSI Smoothed,2017-05-07,49.01943188295299,0.46963031281276324
SSR RSI Smoothed,2017-05-08,49.87226862819933,0.39188601535832757
SSR RSI Smoothed,2017-05-09,50.744687270395545,0.3123566390717716
SSR RSI Smoothed,2017-05-10,51.65882990522716,0.22902371830555546
SSR RSI Smoothed,2017-05-11,52.59641300604356,0.14355397291241054
SSR RSI Smoothed,2017-05-12,53.095507389861496,0.09805670459035658
SSR RSI Smoothed,2017-05-13,53.679470557629045,0.04482282780161487
SSR RSI Smoothed,2017-05-14,54.273469166573186,-0.009325876271795487
SSR RSI Smoothed,2017-05-15,54.70619918784868,-0.04877339266813597
SSR RSI Smoothed,2017-05-16,55.166236059475295,-0.09071019192907416
SSR RSI Smoothed,2017-05-17,55.690353982379385,-0.13848859726465457
SSR RSI Smoothed,2017-05-18,56.30128830012183,-0.19418115458988158
SSR RSI Smoothed,2017-05-19,56.969461277035904,-0.2550915679342538
SSR RSI Smoothed,2017-05-20,57.68839259130402,-0.3206290934422862
SSR RSI Smoothed,2017-05-21,58.39352030894495,-0.38490828794135684
SSR RSI Smoothed,2017-05-22,59.11065220453359,-0.4502817790760551
SSR RSI Smoothed,2017-05-23,59.91526529893342,-0.523630025496519
SSR RSI Smoothed,2017-05-24,60.295525202980706,-0.5582943844785048
SSR RSI Smoothed,2017-05-25,60.116062601223504,-0.541934636882347
SSR RSI Smoothed,2017-05-26,59.55864617647427,-0.4911207518413415
SSR RSI Smoothed,2017-05-27,58.77586677682421,-0.419762857347688
SSR RSI Smoothed,2017-05-28,58.13832608142077,-0.36164487200169293
SSR RSI Smoothed,2017-05-29,57.565980542244674,-0.3094700541453476
SSR RSI Smoothed,2017-05-30,56.97093015420442,-0.25522547025981546
SSR RSI Smoothed,2017-05-31,56.49116939878056,-0.21149064869573825
SSR RSI Smoothed,2017-06-01,56.1016005318732,-0.17597768793665977
SSR RSI Smoothed,2017-06-02,55.78638285774282,-0.14724255573570236
SSR RSI Smoothed,2017-06-03,55.5381891829783,-0.12461730772105557
SSR RSI Smoothed,2017-06-04,55.29468317131418,-0.10241938542434421
SSR RSI Smoothed,2017-06-05,55.1808106472664,-0.0920388062211096
SSR RSI Smoothed,2017-06-06,54.946356599327586,-0.07066605775084216
SSR RSI Smoothed,2017-06-07,54.643677483042104,-0.043073936068811054
SSR RSI Smoothed,2017-06-08,54.42659764703575,-0.023285014641693694
SSR RSI Smoothed,2017-06-09,54.23291090890691,-0.0056285997815219745
SSR RSI Smoothed,2017-06-10,54.13577663646582,0.0032261262979681547
SSR RSI Smoothed,2017-06-11,54.09590255212897,0.006861033788395327
SSR RSI Smoothed,2017-06-12,53.86607238583645,0.027812270835629628
SSR RSI Smoothed,2017-06-13,53.690029394420975,0.04386028795691399
SSR RSI Smoothed,2017-06-14,53.36952514077882,0.07307734288501803
SSR RSI Smoothed,2017-06-15,53.05103012799077,0.10211123612421735
SSR RSI Smoothed,2017-06-16,52.61777457011264,0.14160666025223848
SSR RSI Smoothed,2017-06-17,52.34611985902903,0.16637060807824638
SSR RSI Smoothed,2017-06-18,52.01790707613679,0.1962903698189913
SSR RSI Smoothed,2017-06-19,51.77994133676216,0.21798324284425272
SSR RSI Smoothed,2017-06-20,51.67271875290399,0.22775761584092133
SSR RSI Smoothed,2017-06-21,51.52481536787656,0.24124043635045372
SSR RSI Smoothed,2017-06-22,51.438139403446755,0.2491417867534957
SSR RSI Smoothed,2017-06-23,51.37479493737553,0.2549162459800514
SSR RSI Smoothed,2017-06-24,51.0598109993727,0.28363007087790865
SSR RSI Smoothed,2017-06-25,50.73424692332633,0.31330837743506407
SSR RSI Smoothed,2017-06-26,50.234000988437785,0.35891062074731017
SSR RSI Smoothed,2017-06-27,49.685006516362535,0.40895676354751404
SSR RSI Smoothed,2017-06-28,49.19416037676057,0.4537021248306446
SSR RSI Smoothed,2017-06-29,48.72313686375622,0.4966404624517171
SSR RSI Smoothed,2017-06-30,48.24416891832837,0.5403030117356681
SSR RSI Smoothed,2017-07-01,47.774980501214635,0.5830740626613995
SSR RSI Smoothed,2017-07-02,47.43753007103248,0.613835925076968
SSR RSI Smoothed,2017-07-03,47.16537227700798,0.6386457337667564
SSR RSI Smoothed,2017-07-04,46.97135310163355,0.6563324534892017
SSR RSI Smoothed,2017-07-05,46.82071552662722,0.6700645217946358
SSR RSI Smoothed,2017-07-06,46.70210407357415,0.6808771000976465
SSR RSI Smoothed,2017-07-07,46.53421148549372,0.696182129320267
SSR RSI Smoothed,2017-07-08,46.466119146738514,0.7023894029492005
SSR RSI Smoothed,2017-07-09,46.39115976707409,0.7092226736098677
SSR RSI Smoothed,2017-07-10,46.03401982742362,0.7417794247768519
SSR RSI Smoothed,2017-07-11,45.72673363593055,0.7697915258128801
SSR RSI Smoothed,2017-07-12,45.52580570512147,0.7881080452485119
SSR RSI Smoothed,2017-07-13,45.216704342748045,0.8162856166229603
SSR RSI Smoothed,2017-07-14,44.87020373920106,0.8478724896563418
SSR RSI Smoothed,2017-07-15,44.44145411974622,0.8869571540240166
SSR RSI Smoothed,2017-07-16,44.00615085891748,0.9266392460321187
SSR RSI Smoothed,2017-07-17,43.93913448027449,0.9327484355160154
SSR RSI Smoothed,2017-07-18,43.836181515452274,0.9421335915444913
SSR RSI Smoothed,2017-07-19,43.72745438817814,0.9520451181892833
SSR RSI Smoothed,2017-07-20,44.07420150800181,0.9204357728189051
SSR RSI Smoothed,2017-07-21,44.327414702708445,0.8973529471334637
SSR RSI Smoothed,2017-07-22,44.69907354225297,0.8634726581635345
SSR RSI Smoothed,2017-07-23,45.03849016378153,0.8325315584370278
SSR RSI Smoothed,2017-07-24,45.387300125375376,0.8007341651371069
SSR RSI Smoothed,2017-07-25,45.57980644199543,0.7831853570861073
SSR RSI Smoothed,2017-07-26,45.7558455217785,0.7671376965478565
SSR RSI Smoothed,2017-07-27,46.05459616315529,0.7399036932554771
SSR RSI Smoothed,2017-07-28,46.451355258457546,0.7037352738072485
SSR RSI Smoothed,2017-07-29,46.77574927507376,0.6741636294558255
SSR RSI Smoothed,2017-07-30,47.1381796767913,0.6411246016293206
SSR RSI Smoothed,2017-07-31,47.58595357469213,0.6003056907360305
SSR RSI Smoothed,2017-08-01,47.899251082606,0.571745600211373
SSR RSI Smoothed,2017-08-02,48.18822922061319,0.545402454885745
SSR RSI Smoothed,2017-08-03,48.56675679139029,0.5108960147947991
SSR RSI Smoothed,2017-08-04,49.00528486804278,0.4709199497115045
SSR RSI Smoothed,2017-08-05,49.669646959247046,0.410356935366811
SSR RSI Smoothed,2017-08-06,50.32592167068716,0.35053116371424603
SSR RSI Smoothed,2017-08-07,51.05342011771157,0.2842126614002198
SSR RSI Smoothed,2017-08-08,51.78819864831154,0.21723050923040735
SSR RSI Smoothed,2017-08-09,52.43962277368435,0.1578469152960832
SSR RSI Smoothed,2017-08-10,53.13151255354366,0.09477448654475262
SSR RSI Smoothed,2017-08-11,53.90858459582233,0.023936872739792406
SSR RSI Smoothed,2017-08-12,54.742936986501704,-0.05212239745975841
SSR RSI Smoothed,2017-08-13,55.61478970727996,-0.13160018454908662
SSR RSI Smoothed,2017-08-14,56.523304791403554,-0.21442009977394572
SSR RSI Smoothed,2017-08-15,57.27520122791464,-0.2829627142202356
SSR RSI Smoothed,2017-08-16,58.06722986662976,-0.3551637660908537
SSR RSI Smoothed,2017-08-17,58.82119018752928,-0.4238945235114002
SSR RSI Smoothed,2017-08-18,59.353417464032354,-0.472412174666156
SSR RSI Smoothed,2017-08-19,59.89762002113056,-0.5220214881840517
SSR RSI Smoothed,2017-08-20,60.36046320147266,-0.5642141095595297
SSR RSI Smoothed,2017-08-21,60.71984300767732,-0.5969750461730455
SSR RSI Smoothed,2017-08-22,61.12019043131343,-0.6334705763689129
SSR RSI Smoothed,2017-08-23,61.55425913720942,-0.673040126783972
SSR RSI Smoothed,2017-08-24,62.05974422996826,-0.7191199698832219
SSR RSI Smoothed,2017-08-25,62.571033390792216,-0.7657289097839588
SSR RSI Smoothed,2017-08-26,63.07419961437753,-0.8115973655857107
SSR RSI Smoothed,2017-08-27,63.57568961870844,-0.8573130178303465
SSR RSI Smoothed,2017-08-28,64.08788285181797,-0.9040043726423563
SSR RSI Smoothed,2017-08-29,64.67440255063242,-0.9574713019013041
SSR RSI Smoothed,2017-08-30,65.24855468641816,-1.0098108084685697
SSR RSI Smoothed,2017-08-31,65.86144552566697,-1.0656817216055205
SSR RSI Smoothed,2017-09-01,66.50851575197049,-1.1246684156334847
SSR RSI Smoothed,2017-09-02,66.42638254370088,-1.1171811812827235
SSR RSI Smoothed,2017-09-03,66.13689325024777,-1.0907914392065976
SSR RSI Smoothed,2017-09-04,65.55418726633454,-1.0376721668554227
SSR RSI Smoothed,2017-09-05,65.05236079633575,-0.9919258425189562
SSR RSI Smoothed,2017-09-06,64.66820671343038,-0.956906491563218
SSR RSI Smoothed,2017-09-07,64.17750473407064,-0.9121742718770166
SSR RSI Smoothed,2017-09-08,63.581340554329344,-0.8578281551321295
